OrderID,OrderDate,ShippingDate,CustomerID,ProductID,Quantity,Discount,Sales,Profit,ShippingDurationDays,OrderYear,OrderMonth,OrderQuarter,ProfitMargin
ORD-000015,2023-05-17 17:00:00,2023-05-19 17:00:00,CUST-0602,PROD-0050,5,0.2,1911.76,632.36,2,2023,5,2,33.07737372891995
ORD-000016,2023-12-24 15:00:00,2023-12-25 15:00:00,CUST-0045,PROD-0060,1,0.05,164.34,112.33,1,2023,12,4,68.35219666544967
ORD-000017,2023-12-30 05:00:00,2024-01-02 05:00:00,CUST-0951,PROD-0130,9,0.0,2511.0,1516.86,3,2023,12,4,60.408602150537625
ORD-000018,2023-10-10 13:00:00,2023-10-11 13:00:00,CUST-0416,PROD-0159,4,0.0,457.92,188.56,1,2023,10,4,41.177498252969954
ORD-000019,2023-08-25 03:00:00,2023-08-31 03:00:00,CUST-0535,PROD-0165,3,0.2,823.27,361.93,6,2023,8,3,43.96249104182103
ORD-000020,2023-05-30 16:00:00,2023-06-05 16:00:00,CUST-0032,PROD-0065,5,0.2,2031.28,620.03,6,2023,5,2,30.524103028632194
ORD-000021,2023-09-05 15:00:00,2023-09-07 15:00:00,CUST-0426,PROD-0171,8,0.05,2289.8,1274.28,2,2023,9,3,55.6502751331994
ORD-000022,2023-07-16 06:00:00,2023-07-21 06:00:00,CUST-0266,PROD-0028,9,0.05,3342.37,1657.93,5,2023,7,3,49.60342511451456
ORD-000023,2023-02-05 08:00:00,2023-02-12 08:00:00,CUST-0375,PROD-0103,7,0.1,3783.84,2086.55,7,2023,2,1,55.143716436212955
ORD-000024,2023-09-17 08:00:00,2023-09-24 08:00:00,CUST-0178,PROD-0073,1,0.1,417.33,139.33,7,2023,9,3,33.38604940934034
ORD-000025,2023-06-02 18:00:00,2023-06-07 18:00:00,CUST-0147,PROD-0023,8,0.05,1150.94,736.7,5,2023,6,2,64.00854953342485
ORD-000026,2023-08-17 17:00:00,2023-08-21 17:00:00,CUST-0098,PROD-0180,6,0.1,730.73,476.09,4,2023,8,3,65.15265556361446
ORD-000027,2023-10-10 17:00:00,2023-10-14 17:00:00,CUST-0706,PROD-0100,8,0.1,4644.5,2477.54,4,2023,10,4,53.34352459898805
ORD-000028,2023-04-07 22:00:00,2023-04-09 22:00:00,CUST-0057,PROD-0088,10,0.2,1252.88,723.18,2,2023,4,2,57.721409871655695
ORD-000029,2023-04-30 13:00:00,2023-05-01 13:00:00,CUST-0136,PROD-0173,6,0.2,1681.54,422.5,1,2023,4,2,25.125777561045233
ORD-000030,2023-12-28 12:00:00,2024-01-01 12:00:00,CUST-0502,PROD-0193,3,0.2,1661.95,745.84,4,2023,12,4,44.87740305063329
ORD-000031,2023-01-19 04:00:00,2023-01-24 04:00:00,CUST-0119,PROD-0132,10,0.1,6384.15,4119.45,5,2023,1,1,64.52620944056765
ORD-000032,2023-02-21 14:00:00,2023-02-22 14:00:00,CUST-0795,PROD-0194,9,0.2,2125.58,1103.09,1,2023,2,1,51.8959531045644
ORD-000033,2023-01-08 23:00:00,2023-01-10 23:00:00,CUST-0669,PROD-0023,7,0.05,1007.08,644.62,2,2023,1,1,64.00881757159313
ORD-000034,2023-02-08 15:00:00,2023-02-15 15:00:00,CUST-0421,PROD-0061,5,0.1,4172.62,1689.72,7,2023,2,1,40.49542014369869
ORD-000035,2023-11-16 22:00:00,2023-11-20 22:00:00,CUST-0973,PROD-0049,2,0.1,978.91,416.57,4,2023,11,4,42.55447385357183
ORD-000036,2023-12-12 17:00:00,2023-12-16 17:00:00,CUST-0601,PROD-0158,6,0.2,2452.32,1218.9,4,2023,12,4,49.703953807007245
ORD-000037,2023-10-05 01:00:00,2023-10-10 01:00:00,CUST-0966,PROD-0104,2,0.05,1159.28,605.96,5,2023,10,4,52.27037471534056
ORD-000038,2023-11-20 21:00:00,2023-11-23 21:00:00,CUST-0398,PROD-0196,4,0.0,2658.28,1116.2,3,2023,11,4,41.989557157259576
ORD-000039,2023-08-11 03:00:00,2023-08-18 03:00:00,CUST-0870,PROD-0197,2,0.2,878.59,335.75,7,2023,8,3,38.21463936534675
ORD-000040,2023-03-27 22:00:00,2023-03-30 22:00:00,CUST-0543,PROD-0124,1,0.0,142.01,79.61,3,2023,3,1,56.05943243433561
ORD-000041,2023-06-16 01:00:00,2023-06-19 01:00:00,CUST-0867,PROD-0074,6,0.1,2928.2,1458.38,3,2023,6,2,49.804658151765594
ORD-000042,2023-08-09 04:00:00,2023-08-11 04:00:00,CUST-0830,PROD-0146,9,0.2,3424.32,1178.37,2,2023,8,3,34.411795626576954
ORD-000043,2023-10-17 21:00:00,2023-10-24 21:00:00,CUST-0572,PROD-0153,3,0.05,1661.26,649.36,7,2023,10,4,39.088402778613826
ORD-000044,2023-03-31 02:00:00,2023-04-05 02:00:00,CUST-0719,PROD-0099,7,0.05,1900.7,1258.8,5,2023,3,1,66.228231704109
ORD-000045,2023-09-12 18:00:00,2023-09-14 18:00:00,CUST-0927,PROD-0061,4,0.2,2967.2,980.88,2,2023,9,3,33.05742787813427
ORD-000046,2023-11-23 08:00:00,2023-11-27 08:00:00,CUST-0817,PROD-0186,5,0.0,801.05,365.8,4,2023,11,4,45.66506460270895
ORD-000047,2023-08-27 09:00:00,2023-09-02 09:00:00,CUST-0648,PROD-0153,9,0.05,4983.8,1948.1,6,2023,8,3,39.08864721698302
ORD-000048,2023-02-07 14:00:00,2023-02-10 14:00:00,CUST-0926,PROD-0042,10,0.1,8366.58,3471.38,3,2023,2,1,41.491027397096545
ORD-000049,2023-11-24 13:00:00,2023-11-30 13:00:00,CUST-0569,PROD-0161,5,0.2,3863.28,2023.28,6,2023,11,4,52.372077612805704
ORD-000050,2023-06-04 06:00:00,2023-06-08 06:00:00,CUST-0347,PROD-0075,8,0.0,7056.48,3078.16,4,2023,6,2,43.62174908736367
ORD-000051,2023-05-02 12:00:00,2023-05-07 12:00:00,CUST-0794,PROD-0068,6,0.1,694.93,257.05,5,2023,5,2,36.98933705553078
ORD-000052,2023-12-25 09:00:00,2023-12-26 09:00:00,CUST-0372,PROD-0184,7,0.1,5932.4,3010.25,1,2023,12,4,50.74253253320747
ORD-000053,2023-01-05 18:00:00,2023-01-12 18:00:00,CUST-0913,PROD-0084,1,0.2,272.18,156.76,7,2023,1,1,57.59423910647365
ORD-000054,2023-05-27 07:00:00,2023-06-01 07:00:00,CUST-0642,PROD-0173,6,0.05,1996.82,737.78,5,2023,5,2,36.947746917598984
ORD-000055,2023-11-22 06:00:00,2023-11-27 06:00:00,CUST-0103,PROD-0091,5,0.05,3716.02,1505.02,5,2023,11,4,40.50085844532591
ORD-000056,2023-11-18 03:00:00,2023-11-24 03:00:00,CUST-0118,PROD-0180,1,0.1,121.79,79.35,6,2023,11,4,65.15313244108711
ORD-000057,2023-08-14 01:00:00,2023-08-19 01:00:00,CUST-0557,PROD-0058,6,0.05,5284.47,2199.39,5,2023,8,3,41.61987862548183
ORD-000058,2023-02-16 09:00:00,2023-02-19 09:00:00,CUST-0444,PROD-0164,7,0.05,5870.69,3564.68,3,2023,2,1,60.71994944376215
ORD-000059,2023-04-13 04:00:00,2023-04-20 04:00:00,CUST-0553,PROD-0088,9,0.1,1268.54,791.81,7,2023,4,2,62.419001371655604
ORD-000060,2023-09-29 16:00:00,2023-10-02 16:00:00,CUST-0653,PROD-0121,3,0.1,2413.07,916.61,3,2023,9,3,37.985222144405256
ORD-000061,2023-09-04 09:00:00,2023-09-10 09:00:00,CUST-0829,PROD-0064,6,0.0,4503.0,3074.88,6,2023,9,3,68.28514323784144
ORD-000062,2023-08-28 02:00:00,2023-08-30 02:00:00,CUST-0855,PROD-0176,4,0.2,2385.44,640.32,2,2023,8,3,26.842846602723192
ORD-000063,2023-10-13 11:00:00,2023-10-14 11:00:00,CUST-0861,PROD-0068,7,0.0,900.83,389.97,1,2023,10,4,43.290076929054315
ORD-000064,2023-05-16 17:00:00,2023-05-17 17:00:00,CUST-0937,PROD-0152,8,0.1,5616.07,3437.51,1,2023,5,2,61.20846072075313
ORD-000065,2023-12-11 23:00:00,2023-12-17 23:00:00,CUST-0469,PROD-0121,5,0.2,3574.92,1080.82,6,2023,12,4,30.233403824421245
ORD-000066,2023-11-23 11:00:00,2023-11-24 11:00:00,CUST-0313,PROD-0168,4,0.2,1668.67,923.35,1,2023,11,4,55.33448794548952
ORD-000067,2023-01-13 19:00:00,2023-01-18 19:00:00,CUST-0385,PROD-0199,6,0.05,2535.13,1359.31,5,2023,1,1,53.61894656289815
ORD-000068,2023-11-28 02:00:00,2023-12-04 02:00:00,CUST-0447,PROD-0189,8,0.1,6203.23,2088.35,6,2023,11,4,33.665525863139045
ORD-000069,2023-11-29 13:00:00,2023-11-30 13:00:00,CUST-0346,PROD-0042,3,0.0,2788.86,1320.3,1,2023,11,4,47.34192465738688
ORD-000070,2023-01-20 09:00:00,2023-01-24 09:00:00,CUST-0137,PROD-0196,2,0.0,1329.14,558.1,4,2023,1,1,41.989557157259576
ORD-000071,2023-05-01 17:00:00,2023-05-03 17:00:00,CUST-0302,PROD-0113,7,0.2,3685.7,1660.88,2,2023,5,2,45.06281032097024
ORD-000072,2023-07-09 21:00:00,2023-07-15 21:00:00,CUST-0384,PROD-0012,9,0.2,5983.99,2352.04,6,2023,7,3,39.30554696782582
ORD-000073,2023-10-28 23:00:00,2023-11-03 23:00:00,CUST-0832,PROD-0144,3,0.2,800.59,271.84,6,2023,10,4,33.95495821831399
ORD-000074,2023-12-02 03:00:00,2023-12-09 03:00:00,CUST-0021,PROD-0167,8,0.2,1835.9,737.02,7,2023,12,4,40.14488806579879
ORD-000075,2023-05-24 01:00:00,2023-05-30 01:00:00,CUST-0792,PROD-0175,6,0.05,1357.91,619.79,6,2023,5,2,45.64293657164318
ORD-000076,2023-08-16 14:00:00,2023-08-18 14:00:00,CUST-0531,PROD-0173,6,0.0,2101.92,842.88,2,2023,8,3,40.10047956154373
ORD-000077,2023-12-18 11:00:00,2023-12-23 11:00:00,CUST-0374,PROD-0161,6,0.0,5794.92,3586.92,5,2023,12,4,61.89766209024455
ORD-000078,2023-07-23 08:00:00,2023-07-25 08:00:00,CUST-0545,PROD-0195,2,0.2,1104.82,307.74,2,2023,7,3,27.854311109502
ORD-000079,2023-02-16 21:00:00,2023-02-18 21:00:00,CUST-0843,PROD-0071,10,0.0,2463.0,1431.7,2,2023,2,1,58.128298822574095
ORD-000080,2023-01-26 10:00:00,2023-01-28 10:00:00,CUST-0360,PROD-0178,3,0.05,2795.02,1177.48,2,2023,1,1,42.12778441656947
ORD-000081,2023-02-05 17:00:00,2023-02-07 17:00:00,CUST-0088,PROD-0094,10,0.05,7453.32,4130.62,2,2023,2,1,55.41986658294559
ORD-000082,2023-04-30 10:00:00,2023-05-07 10:00:00,CUST-0980,PROD-0059,3,0.0,1472.34,936.24,7,2023,4,2,63.58857329149517
ORD-000083,2023-05-22 04:00:00,2023-05-24 04:00:00,CUST-0939,PROD-0019,9,0.1,1842.1,1028.95,2,2023,5,2,55.8574453069866
ORD-000084,2023-03-31 03:00:00,2023-04-06 03:00:00,CUST-0429,PROD-0021,1,0.05,71.75,28.4,6,2023,3,1,39.58188153310104
ORD-000085,2023-01-08 11:00:00,2023-01-15 11:00:00,CUST-0444,PROD-0159,4,0.1,412.13,142.77,7,2023,1,1,34.64198189891539
ORD-000086,2023-01-09 05:00:00,2023-01-12 05:00:00,CUST-0600,PROD-0070,1,0.05,501.17,194.97,3,2023,1,1,38.90296705708642
ORD-000087,2023-08-04 16:00:00,2023-08-05 16:00:00,CUST-0169,PROD-0145,2,0.2,1207.18,377.88,1,2023,8,3,31.302705478884675
ORD-000088,2023-08-18 11:00:00,2023-08-23 11:00:00,CUST-0696,PROD-0168,10,0.0,5214.6,3351.3,5,2023,8,3,64.2676331837533
ORD-000089,2023-08-20 16:00:00,2023-08-22 16:00:00,CUST-0983,PROD-0045,10,0.0,2324.5,1391.4,2,2023,8,3,59.8580339858034
ORD-000090,2023-12-04 16:00:00,2023-12-07 16:00:00,CUST-0734,PROD-0130,8,0.0,2232.0,1348.32,3,2023,12,4,60.408602150537625
ORD-000091,2023-02-01 15:00:00,2023-02-08 15:00:00,CUST-0716,PROD-0021,7,0.2,422.97,119.52,7,2023,2,1,28.257323214412366
ORD-000092,2023-12-18 03:00:00,2023-12-22 03:00:00,CUST-0601,PROD-0015,8,0.0,2281.52,1162.0,4,2023,12,4,50.93095830849609
ORD-000093,2023-02-11 10:00:00,2023-02-16 10:00:00,CUST-0575,PROD-0042,3,0.0,2788.86,1320.3,5,2023,2,1,47.34192465738688
ORD-000094,2023-03-06 08:00:00,2023-03-11 08:00:00,CUST-0755,PROD-0040,10,0.1,1233.99,627.19,5,2023,3,1,50.826181735670474
ORD-000095,2023-07-15 19:00:00,2023-07-20 19:00:00,CUST-0916,PROD-0045,5,0.2,929.8,463.25,5,2023,7,3,49.82254248225425
ORD-000096,2023-09-16 19:00:00,2023-09-20 19:00:00,CUST-0879,PROD-0078,2,0.0,35.48,16.14,4,2023,9,3,45.490417136414884
ORD-000097,2023-12-02 20:00:00,2023-12-09 20:00:00,CUST-0297,PROD-0164,9,0.05,7548.03,4583.16,7,2023,12,4,60.71994944376215
ORD-000098,2023-08-09 14:00:00,2023-08-11 14:00:00,CUST-0706,PROD-0034,7,0.1,5312.48,2642.68,2,2023,8,3,49.744751980242754
ORD-000099,2023-08-21 12:00:00,2023-08-25 12:00:00,CUST-0004,PROD-0151,2,0.1,1384.61,845.63,4,2023,8,3,61.07351528589279
ORD-000100,2023-08-07 10:00:00,2023-08-13 10:00:00,CUST-0791,PROD-0062,5,0.1,3148.34,1332.29,6,2023,8,3,42.31722113875884
ORD-000101,2023-03-20 21:00:00,2023-03-24 21:00:00,CUST-0529,PROD-0146,2,0.0,951.2,452.1,4,2023,3,1,47.529436501261564
ORD-000102,2023-02-13 02:00:00,2023-02-17 02:00:00,CUST-0693,PROD-0146,2,0.1,856.08,356.98,4,2023,2,1,41.69937389029062
ORD-000103,2023-03-08 17:00:00,2023-03-09 17:00:00,CUST-0391,PROD-0021,10,0.1,679.77,246.27,1,2023,3,1,36.228430204333826
ORD-000104,2023-12-10 03:00:00,2023-12-14 03:00:00,CUST-0925,PROD-0151,6,0.2,3692.3,2075.36,4,2023,12,4,56.20778376621618
ORD-000105,2023-01-27 09:00:00,2023-02-01 09:00:00,CUST-0455,PROD-0158,5,0.1,2299.05,1271.2,5,2023,1,1,55.29240338400644
ORD-000106,2023-02-23 18:00:00,2023-02-28 18:00:00,CUST-0074,PROD-0169,4,0.05,1876.02,834.42,5,2023,2,1,44.47820385710173
ORD-000107,2023-12-03 15:00:00,2023-12-05 15:00:00,CUST-0054,PROD-0200,2,0.1,1697.85,848.65,2,2023,12,4,49.983803045027535
ORD-000108,2023-10-12 11:00:00,2023-10-13 11:00:00,CUST-0083,PROD-0034,5,0.05,4005.44,2098.44,1,2023,10,4,52.38974994008149
ORD-000109,2023-08-08 17:00:00,2023-08-15 17:00:00,CUST-0302,PROD-0071,10,0.0,2463.0,1431.7,7,2023,8,3,58.128298822574095
ORD-000110,2023-11-08 21:00:00,2023-11-15 21:00:00,CUST-0707,PROD-0009,5,0.0,528.75,235.7,7,2023,11,4,44.57683215130023
ORD-000111,2023-04-03 08:00:00,2023-04-09 08:00:00,CUST-0623,PROD-0156,5,0.1,3633.62,1458.02,6,2023,4,2,40.125824934913396
ORD-000112,2023-06-29 00:00:00,2023-07-01 00:00:00,CUST-0505,PROD-0161,3,0.2,2317.97,1213.97,2,2023,6,2,52.372118707317185
ORD-000113,2023-02-05 04:00:00,2023-02-11 04:00:00,CUST-0971,PROD-0152,1,0.0,780.01,507.69,6,2023,2,1,65.08762708170408
ORD-000114,2023-09-29 06:00:00,2023-10-03 06:00:00,CUST-0566,PROD-0083,7,0.2,3572.46,1121.76,4,2023,9,3,31.400211618884466
ORD-000115,2023-06-24 05:00:00,2023-06-27 05:00:00,CUST-0085,PROD-0084,5,0.1,1530.99,953.89,3,2023,6,2,62.30543635164175
ORD-000116,2023-10-18 19:00:00,2023-10-19 19:00:00,CUST-0684,PROD-0048,1,0.05,493.06,294.0,1,2023,10,4,59.62763152557498
ORD-000117,2023-03-22 19:00:00,2023-03-23 19:00:00,CUST-0412,PROD-0060,2,0.1,311.38,207.36,1,2023,3,1,66.59387243882074
ORD-000118,2023-08-15 21:00:00,2023-08-19 21:00:00,CUST-0009,PROD-0166,8,0.2,3153.09,1551.17,4,2023,8,3,49.19523388168432
ORD-000119,2023-08-01 08:00:00,2023-08-03 08:00:00,CUST-0995,PROD-0005,9,0.0,6469.74,3167.64,2,2023,8,3,48.9608546865871
ORD-000120,2023-06-26 13:00:00,2023-06-27 13:00:00,CUST-0205,PROD-0179,5,0.2,1469.08,751.63,1,2023,6,2,51.16331309390911
ORD-000121,2023-09-27 21:00:00,2023-09-30 21:00:00,CUST-0335,PROD-0138,1,0.05,468.68,280.28,3,2023,9,3,59.80199709823333
ORD-000122,2023-07-22 19:00:00,2023-07-23 19:00:00,CUST-0892,PROD-0092,1,0.05,880.18,536.43,1,2023,7,3,60.9454884228226
ORD-000123,2023-06-04 06:00:00,2023-06-11 06:00:00,CUST-0895,PROD-0125,3,0.1,1618.65,566.52,7,2023,6,2,34.999536650912795
ORD-000124,2023-05-29 10:00:00,2023-05-30 10:00:00,CUST-0946,PROD-0137,1,0.2,434.27,151.78,1,2023,5,2,34.95060676537638
ORD-000125,2023-08-09 05:00:00,2023-08-11 05:00:00,CUST-0645,PROD-0060,7,0.05,1150.38,786.31,2,2023,8,3,68.35219666544967
ORD-000126,2023-09-14 17:00:00,2023-09-21 17:00:00,CUST-0104,PROD-0095,6,0.0,1644.84,762.84,7,2023,9,3,46.37776318669293
ORD-000127,2023-07-23 23:00:00,2023-07-24 23:00:00,CUST-0938,PROD-0065,7,0.0,3554.74,1578.99,1,2023,7,3,44.41928242290576
ORD-000128,2023-08-24 02:00:00,2023-08-31 02:00:00,CUST-0798,PROD-0029,6,0.2,4662.58,1409.08,7,2023,8,3,30.221036421895175
ORD-000129,2023-10-21 12:00:00,2023-10-27 12:00:00,CUST-0101,PROD-0181,7,0.1,4412.77,2756.08,6,2023,10,4,62.45691481767687
ORD-000130,2023-02-28 12:00:00,2023-03-01 12:00:00,CUST-0627,PROD-0001,6,0.05,198.13,118.33,1,2023,2,1,59.72341392015343
ORD-000131,2023-11-13 14:00:00,2023-11-20 14:00:00,CUST-0950,PROD-0126,6,0.0,4993.56,2674.74,7,2023,11,4,53.5637901617283
ORD-000132,2023-08-12 03:00:00,2023-08-14 03:00:00,CUST-0356,PROD-0006,7,0.2,2546.43,1325.84,2,2023,8,3,52.06661875645512
ORD-000133,2023-09-26 02:00:00,2023-09-30 02:00:00,CUST-0849,PROD-0075,5,0.1,3969.27,1482.82,4,2023,9,3,37.35749898595963
ORD-000134,2023-04-24 10:00:00,2023-05-01 10:00:00,CUST-0216,PROD-0147,3,0.0,695.94,472.83,7,2023,4,2,67.94120182774375
ORD-000135,2023-09-19 20:00:00,2023-09-20 20:00:00,CUST-0001,PROD-0028,9,0.05,3342.37,1657.93,1,2023,9,3,49.60342511451456
ORD-000136,2023-06-28 11:00:00,2023-07-04 11:00:00,CUST-0204,PROD-0111,3,0.05,1765.18,1039.99,6,2023,6,2,58.91693764941819
ORD-000137,2023-02-22 04:00:00,2023-02-25 04:00:00,CUST-0220,PROD-0164,4,0.05,3354.68,2036.96,3,2023,2,1,60.719949443762154
ORD-000138,2023-11-05 04:00:00,2023-11-12 04:00:00,CUST-0506,PROD-0128,2,0.05,1459.5,758.34,7,2023,11,4,51.958890030832485
ORD-000139,2023-11-18 15:00:00,2023-11-22 15:00:00,CUST-0325,PROD-0188,10,0.2,6223.52,3001.92,4,2023,11,4,48.23508239710003
ORD-000140,2023-12-15 18:00:00,2023-12-21 18:00:00,CUST-0846,PROD-0042,10,0.1,8366.58,3471.38,6,2023,12,4,41.491027397096545
ORD-000141,2023-11-18 10:00:00,2023-11-20 10:00:00,CUST-0626,PROD-0046,8,0.0,1902.48,1206.08,2,2023,11,4,63.39514738656911
ORD-000142,2023-08-29 14:00:00,2023-09-04 14:00:00,CUST-0627,PROD-0133,5,0.1,2462.36,1300.31,6,2023,8,3,52.80746925713543
ORD-000143,2023-10-30 01:00:00,2023-11-02 01:00:00,CUST-0893,PROD-0060,9,0.0,1556.91,1088.82,3,2023,10,4,69.93467830510434
ORD-000144,2023-06-08 14:00:00,2023-06-12 14:00:00,CUST-0723,PROD-0103,1,0.0,600.61,358.14,4,2023,6,2,59.62937680025308
ORD-000145,2023-07-08 09:00:00,2023-07-09 09:00:00,CUST-0463,PROD-0102,2,0.2,935.65,239.69,1,2023,7,3,25.61748517073692
ORD-000146,2023-08-25 18:00:00,2023-08-30 18:00:00,CUST-0059,PROD-0062,1,0.2,559.7,196.49,5,2023,8,3,35.10630695015187
ORD-000147,2023-10-20 20:00:00,2023-10-22 20:00:00,CUST-0302,PROD-0061,6,0.2,4450.8,1471.32,2,2023,10,4,33.05742787813426
ORD-000148,2023-09-14 04:00:00,2023-09-15 04:00:00,CUST-0016,PROD-0070,8,0.0,4220.4,1770.8,1,2023,9,3,41.95810823618615
ORD-000149,2023-06-25 22:00:00,2023-06-26 22:00:00,CUST-0883,PROD-0008,9,0.05,8187.82,4731.91,1,2023,6,2,57.79206186750564
ORD-000150,2023-01-21 07:00:00,2023-01-27 07:00:00,CUST-0335,PROD-0030,8,0.2,4383.3,1856.9,6,2023,1,1,42.36305979513153
ORD-000151,2023-09-26 16:00:00,2023-10-01 16:00:00,CUST-0090,PROD-0080,3,0.1,2011.47,1236.75,5,2023,9,3,61.484884189175084
ORD-000152,2023-07-10 09:00:00,2023-07-14 09:00:00,CUST-0543,PROD-0172,7,0.1,4204.12,2285.63,4,2023,7,3,54.36643102480424
ORD-000153,2023-12-14 19:00:00,2023-12-15 19:00:00,CUST-0644,PROD-0153,6,0.0,3497.4,1473.6,1,2023,12,4,42.13415680219592
ORD-000154,2023-06-18 03:00:00,2023-06-23 03:00:00,CUST-0783,PROD-0159,7,0.1,721.22,249.84,5,2023,6,2,34.64130223787471
ORD-000155,2023-05-10 23:00:00,2023-05-17 23:00:00,CUST-0941,PROD-0185,10,0.05,4719.88,2369.38,7,2023,5,2,50.200005084875045
ORD-000156,2023-06-20 02:00:00,2023-06-25 02:00:00,CUST-0089,PROD-0154,3,0.1,1087.26,465.69,5,2023,6,2,42.83152143921417
ORD-000157,2023-06-08 20:00:00,2023-06-14 20:00:00,CUST-0044,PROD-0137,7,0.05,3609.89,1632.46,6,2023,6,2,45.221876566876
ORD-000158,2023-11-01 22:00:00,2023-11-02 22:00:00,CUST-0929,PROD-0055,5,0.2,766.6,346.15,1,2023,11,4,45.15392642838507
ORD-000159,2023-11-26 10:00:00,2023-12-03 10:00:00,CUST-0316,PROD-0127,3,0.0,1366.71,648.45,7,2023,11,4,47.446056588449636
ORD-000160,2023-11-27 21:00:00,2023-12-01 21:00:00,CUST-0639,PROD-0177,9,0.1,1617.0,679.92,4,2023,11,4,42.0482374768089
ORD-000161,2023-01-10 11:00:00,2023-01-13 11:00:00,CUST-0542,PROD-0150,3,0.05,1619.74,996.76,3,2023,1,1,61.53827157445022
ORD-000162,2023-06-24 15:00:00,2023-06-26 15:00:00,CUST-0663,PROD-0174,4,0.05,1361.5,736.46,2,2023,6,2,54.091810503121565
ORD-000163,2023-03-21 02:00:00,2023-03-24 02:00:00,CUST-0435,PROD-0132,2,0.0,1418.7,965.76,3,2023,3,1,68.07358849651088
ORD-000164,2023-12-05 10:00:00,2023-12-12 10:00:00,CUST-0437,PROD-0008,10,0.05,9097.58,5257.68,7,2023,12,4,57.792072177436204
ORD-000165,2023-11-02 12:00:00,2023-11-04 12:00:00,CUST-0099,PROD-0059,3,0.05,1398.72,862.62,2,2023,11,4,61.67210020590254
ORD-000166,2023-12-21 19:00:00,2023-12-28 19:00:00,CUST-0186,PROD-0046,3,0.2,570.74,309.59,7,2023,12,4,54.24361355433297
ORD-000167,2023-01-23 13:00:00,2023-01-26 13:00:00,CUST-0238,PROD-0171,4,0.2,964.13,456.37,3,2023,1,1,47.33490296951656
ORD-000168,2023-11-09 09:00:00,2023-11-16 09:00:00,CUST-0485,PROD-0084,8,0.05,2585.67,1662.31,7,2023,11,4,64.28933313222491
ORD-000169,2023-10-01 07:00:00,2023-10-04 07:00:00,CUST-0402,PROD-0041,8,0.05,2070.32,846.16,3,2023,10,4,40.870976467406
ORD-000170,2023-07-08 21:00:00,2023-07-13 21:00:00,CUST-0860,PROD-0142,8,0.2,595.9,276.62,5,2023,7,3,46.42054035912066
ORD-000171,2023-05-25 12:00:00,2023-05-30 12:00:00,CUST-0679,PROD-0038,9,0.2,484.92,143.37,5,2023,5,2,29.565701559020045
ORD-000172,2023-03-24 06:00:00,2023-03-31 06:00:00,CUST-0152,PROD-0070,10,0.05,5011.72,1949.72,7,2023,3,1,38.90321087371202
ORD-000173,2023-05-09 01:00:00,2023-05-15 01:00:00,CUST-0538,PROD-0190,8,0.1,4417.42,1855.18,6,2023,5,2,41.9969122247828
ORD-000174,2023-10-11 03:00:00,2023-10-17 03:00:00,CUST-0648,PROD-0047,9,0.0,2129.85,912.33,6,2023,10,4,42.83541094443271
